entry,at,order
"The player ""Cal @ -MB8uhJ5iL"" stand up with the stack of 189.40.",2024-12-14T05:26:40.942Z,173415400094200
"-- ending hand #178 --",2024-12-14T05:26:34.936Z,173415399493602
"""Cal @ -MB8uhJ5iL"" collected 0.80 from pot with K High (combination: K♦, Q♦, J♦, 10♣, 8♦)",2024-12-14T05:26:34.936Z,173415399493601
"""Cal @ -MB8uhJ5iL"" shows a 6♣, J♦.",2024-12-14T05:26:34.936Z,173415399493600
"""Cal @ -MB8uhJ5iL"" checks",2024-12-14T05:26:34.123Z,173415399412300
"""Hanley @ vAjumxW6Uc"" checks",2024-12-14T05:26:32.719Z,173415399271900
"River: 8♦, K♦, Q♦, 10♣ [4♣]",2024-12-14T05:26:31.224Z,173415399122400
"""Hanley @ vAjumxW6Uc"" calls 0.20",2024-12-14T05:26:30.399Z,173415399039900
"""Cal @ -MB8uhJ5iL"" bets 0.20",2024-12-14T05:26:29.133Z,173415398913300
"""Hanley @ vAjumxW6Uc"" checks",2024-12-14T05:26:26.591Z,173415398659100
"Turn: 8♦, K♦, Q♦ [10♣]",2024-12-14T05:26:24.124Z,173415398412400
"""Cal @ -MB8uhJ5iL"" checks",2024-12-14T05:26:23.253Z,173415398325300
"""Hanley @ vAjumxW6Uc"" checks",2024-12-14T05:26:21.412Z,173415398141200
"Flop:  [8♦, K♦, Q♦]",2024-12-14T05:26:19.439Z,173415397943900
"""Hanley @ vAjumxW6Uc"" checks",2024-12-14T05:26:18.598Z,173415397859800
"""Cal @ -MB8uhJ5iL"" calls 0.20",2024-12-14T05:26:17.193Z,173415397719300
"""Hanley @ vAjumxW6Uc"" posts a big blind of 0.20",2024-12-14T05:26:14.764Z,173415397476406
"""Cal @ -MB8uhJ5iL"" posts a small blind of 0.10",2024-12-14T05:26:14.764Z,173415397476405
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (80.05) | #6 ""Cal @ -MB8uhJ5iL"" (189.00)",2024-12-14T05:26:14.764Z,173415397476402
"-- starting hand #178 (id: ftaivrcykqmn)  (No Limit Texas Hold'em) (dealer: ""Cal @ -MB8uhJ5iL"") --",2024-12-14T05:26:14.764Z,173415397476401
"The player ""davis @ MxiH63B6Pl"" stand up with the stack of 45.95.",2024-12-14T05:26:14.764Z,173415397476400
"""Cal @ -MB8uhJ5iL"" shows a 2♦, 9♣.",2024-12-14T05:26:13.357Z,173415397335700
"-- ending hand #177 --",2024-12-14T05:26:08.123Z,173415396812302
"""davis @ MxiH63B6Pl"" collected 0.50 from pot",2024-12-14T05:26:08.123Z,173415396812301
"Uncalled bet of 0.80 returned to ""davis @ MxiH63B6Pl""",2024-12-14T05:26:08.123Z,173415396812300
"""Hanley @ vAjumxW6Uc"" folds",2024-12-14T05:26:07.265Z,173415396726500
"""davis @ MxiH63B6Pl"" raises to 1.00",2024-12-14T05:26:03.390Z,173415396339000
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:25:58.079Z,173415395807900
"""Hanley @ vAjumxW6Uc"" calls 0.20",2024-12-14T05:25:55.470Z,173415395547000
"""davis @ MxiH63B6Pl"" posts a big blind of 0.20",2024-12-14T05:25:53.844Z,173415395384407
"""Cal @ -MB8uhJ5iL"" posts a small blind of 0.10",2024-12-14T05:25:53.844Z,173415395384406
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (80.25) | #6 ""Cal @ -MB8uhJ5iL"" (189.10) | #10 ""davis @ MxiH63B6Pl"" (45.65)",2024-12-14T05:25:53.844Z,173415395384402
"-- starting hand #177 (id: wb47b8ramggp)  (No Limit Texas Hold'em) (dealer: ""Hanley @ vAjumxW6Uc"") --",2024-12-14T05:25:53.844Z,173415395384401
"The player ""timh @ IDAaB_gryp"" quits the game with a stack of 0.00.",2024-12-14T05:25:53.844Z,173415395384400
"""Cal @ -MB8uhJ5iL"" shows a 9♦.",2024-12-14T05:25:50.229Z,173415395022900
"-- ending hand #176 --",2024-12-14T05:25:45.329Z,173415394532902
"""Hanley @ vAjumxW6Uc"" collected 38.98 from pot with Three of a Kind, A's on the second run  (combination: A♠, A♦, A♥, J♥, 8♠)",2024-12-14T05:25:45.329Z,173415394532901
"""Hanley @ vAjumxW6Uc"" collected 38.98 from pot with Pair, A's (combination: A♠, A♦, J♥, 8♠, 7♠)",2024-12-14T05:25:45.329Z,173415394532900
"River (second run): 7♠, J♥, 8♠, 6♦ [A♥]",2024-12-14T05:25:41.293Z,173415394129300
"River: 7♠, J♥, 8♠, 6♦ [2♥]",2024-12-14T05:25:37.244Z,173415393724400
"""Hanley @ vAjumxW6Uc"" shows a A♠, A♦.",2024-12-14T05:25:33.199Z,173415393319900
"""timh @ IDAaB_gryp"" shows a 10♠, 4♠.",2024-12-14T05:25:32.498Z,173415393249800
"All players in hand choose to run it twice.",2024-12-14T05:25:32.363Z,173415393236301
"""Hanley @ vAjumxW6Uc"" chooses to  run it twice.",2024-12-14T05:25:32.363Z,173415393236300
"""timh @ IDAaB_gryp"" chooses to  run it twice.",2024-12-14T05:25:27.999Z,173415392799900
"Remaining players decide whether to run it twice.",2024-12-14T05:25:27.120Z,173415392712001
"""Hanley @ vAjumxW6Uc"" calls 32.98",2024-12-14T05:25:27.120Z,173415392712000
"""timh @ IDAaB_gryp"" raises to 32.98 and go all in",2024-12-14T05:25:17.697Z,173415391769700
"""Hanley @ vAjumxW6Uc"" bets 12.00",2024-12-14T05:25:14.237Z,173415391423700
"Turn: 7♠, J♥, 8♠ [6♦]",2024-12-14T05:25:03.983Z,173415390398300
"""davis @ MxiH63B6Pl"" folds",2024-12-14T05:25:03.161Z,173415390316100
"""timh @ IDAaB_gryp"" calls 4.00",2024-12-14T05:25:02.005Z,173415390200500
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:25:00.588Z,173415390058800
"""Hanley @ vAjumxW6Uc"" bets 4.00",2024-12-14T05:24:50.038Z,173415389003800
"Flop:  [7♠, J♥, 8♠]",2024-12-14T05:24:46.522Z,173415388652200
"""davis @ MxiH63B6Pl"" calls 1.00",2024-12-14T05:24:45.701Z,173415388570100
"""timh @ IDAaB_gryp"" calls 1.00",2024-12-14T05:24:44.407Z,173415388440700
"""Cal @ -MB8uhJ5iL"" calls 1.00",2024-12-14T05:24:42.500Z,173415388250000
"""Hanley @ vAjumxW6Uc"" raises to 1.00",2024-12-14T05:24:40.872Z,173415388087200
"""davis @ MxiH63B6Pl"" calls 0.20",2024-12-14T05:24:38.248Z,173415387824800
"""timh @ IDAaB_gryp"" calls 0.20",2024-12-14T05:24:36.540Z,173415387654000
"""Cal @ -MB8uhJ5iL"" posts a big blind of 0.20",2024-12-14T05:24:35.306Z,173415387530607
"""Hanley @ vAjumxW6Uc"" posts a small blind of 0.10",2024-12-14T05:24:35.306Z,173415387530606
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (40.27) | #6 ""Cal @ -MB8uhJ5iL"" (190.10) | #9 ""timh @ IDAaB_gryp"" (37.98) | #10 ""davis @ MxiH63B6Pl"" (46.65)",2024-12-14T05:24:35.306Z,173415387530601
"-- starting hand #176 (id: 6gdzaht83skf)  (No Limit Texas Hold'em) (dealer: ""davis @ MxiH63B6Pl"") --",2024-12-14T05:24:35.306Z,173415387530600
"-- ending hand #175 --",2024-12-14T05:24:29.295Z,173415386929503
"""davis @ MxiH63B6Pl"" shows a 7♦, 5♦.",2024-12-14T05:24:29.295Z,173415386929502
"""timh @ IDAaB_gryp"" collected 11.00 from pot with Pair, K's (combination: K♥, K♣, Q♠, 10♣, 7♥)",2024-12-14T05:24:29.295Z,173415386929501
"""timh @ IDAaB_gryp"" shows a 5♥, K♥.",2024-12-14T05:24:29.295Z,173415386929500
"""timh @ IDAaB_gryp"" checks",2024-12-14T05:24:28.481Z,173415386848100
"""davis @ MxiH63B6Pl"" checks",2024-12-14T05:24:27.563Z,173415386756300
"River: 7♥, K♣, 10♣, 4♠ [Q♠]",2024-12-14T05:24:23.827Z,173415386382700
"""timh @ IDAaB_gryp"" calls 3.30",2024-12-14T05:24:22.954Z,173415386295400
"""davis @ MxiH63B6Pl"" bets 3.30",2024-12-14T05:24:21.934Z,173415386193400
"Turn: 7♥, K♣, 10♣ [4♠]",2024-12-14T05:24:13.996Z,173415385399600
"""timh @ IDAaB_gryp"" calls 1.10",2024-12-14T05:24:13.139Z,173415385313900
"""davis @ MxiH63B6Pl"" bets 1.10",2024-12-14T05:24:11.818Z,173415385181800
"Flop:  [7♥, K♣, 10♣]",2024-12-14T05:24:09.385Z,173415384938500
"""timh @ IDAaB_gryp"" calls 1.00",2024-12-14T05:24:08.515Z,173415384851500
"""Hanley @ vAjumxW6Uc"" folds",2024-12-14T05:24:07.477Z,173415384747700
"""davis @ MxiH63B6Pl"" raises to 1.00",2024-12-14T05:24:04.370Z,173415384437000
"""timh @ IDAaB_gryp"" calls 0.20",2024-12-14T05:23:59.810Z,173415383981000
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:23:58.916Z,173415383891600
"""Hanley @ vAjumxW6Uc"" posts a big blind of 0.20",2024-12-14T05:23:56.828Z,173415383682807
"""davis @ MxiH63B6Pl"" posts a small blind of 0.10",2024-12-14T05:23:56.828Z,173415383682806
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (40.47) | #6 ""Cal @ -MB8uhJ5iL"" (190.10) | #9 ""timh @ IDAaB_gryp"" (32.38) | #10 ""davis @ MxiH63B6Pl"" (52.05)",2024-12-14T05:23:56.828Z,173415383682801
"-- starting hand #175 (id: 4kec8h5fxftw)  (No Limit Texas Hold'em) (dealer: ""timh @ IDAaB_gryp"") --",2024-12-14T05:23:56.828Z,173415383682800
"""davis @ MxiH63B6Pl"" shows a K♠, K♦.",2024-12-14T05:23:51.870Z,173415383187000
"-- ending hand #174 --",2024-12-14T05:23:50.202Z,173415383020202
"""davis @ MxiH63B6Pl"" collected 8.40 from pot",2024-12-14T05:23:50.202Z,173415383020201
"Uncalled bet of 2.50 returned to ""davis @ MxiH63B6Pl""",2024-12-14T05:23:50.202Z,173415383020200
"""timh @ IDAaB_gryp"" folds",2024-12-14T05:23:49.360Z,173415382936000
"""Hanley @ vAjumxW6Uc"" folds",2024-12-14T05:23:46.603Z,173415382660300
"""davis @ MxiH63B6Pl"" bets 2.50",2024-12-14T05:23:39.060Z,173415381906000
"""timh @ IDAaB_gryp"" checks",2024-12-14T05:23:34.670Z,173415381467000
"Flop:  [2♠, J♦, 7♦]",2024-12-14T05:23:33.299Z,173415381329900
"""timh @ IDAaB_gryp"" calls 2.80",2024-12-14T05:23:32.480Z,173415381248000
"""Hanley @ vAjumxW6Uc"" calls 2.80",2024-12-14T05:23:31.470Z,173415381147000
"""davis @ MxiH63B6Pl"" raises to 2.80",2024-12-14T05:23:28.942Z,173415380894200
"""timh @ IDAaB_gryp"" calls 0.70",2024-12-14T05:23:25.662Z,173415380566200
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:23:24.485Z,173415380448500
"""Hanley @ vAjumxW6Uc"" raises to 0.70",2024-12-14T05:23:20.288Z,173415380028800
"""davis @ MxiH63B6Pl"" posts a big blind of 0.20",2024-12-14T05:23:16.688Z,173415379668808
"""timh @ IDAaB_gryp"" posts a small blind of 0.10",2024-12-14T05:23:16.688Z,173415379668807
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (43.27) | #6 ""Cal @ -MB8uhJ5iL"" (190.10) | #9 ""timh @ IDAaB_gryp"" (35.18) | #10 ""davis @ MxiH63B6Pl"" (46.45)",2024-12-14T05:23:16.688Z,173415379668802
"-- starting hand #174 (id: 4lenxfwsjpht)  (No Limit Texas Hold'em) (dealer: ""Cal @ -MB8uhJ5iL"") --",2024-12-14T05:23:16.688Z,173415379668801
"The player ""Alex Savo @ 2vIoBF2FSE"" quits the game with a stack of 0.00.",2024-12-14T05:23:16.688Z,173415379668800
"-- ending hand #173 --",2024-12-14T05:23:10.671Z,173415379067103
"""Alex Savo @ 2vIoBF2FSE"" shows a 7♥, 10♥.",2024-12-14T05:23:10.671Z,173415379067102
"""Cal @ -MB8uhJ5iL"" collected 71.40 from pot with Full House, K's over A's (combination: K♦, K♠, K♣, A♦, A♥)",2024-12-14T05:23:10.671Z,173415379067101
"""Cal @ -MB8uhJ5iL"" shows a A♦, K♦.",2024-12-14T05:23:10.671Z,173415379067100
"""Cal @ -MB8uhJ5iL"" calls 23.20",2024-12-14T05:23:09.852Z,173415378985200
"""Alex Savo @ 2vIoBF2FSE"" raises to 23.20 and go all in",2024-12-14T05:23:08.266Z,173415378826600
"""Cal @ -MB8uhJ5iL"" bets 12.50",2024-12-14T05:23:05.839Z,173415378583900
"River: 5♦, 7♦, K♠, K♣ [A♥]",2024-12-14T05:22:57.246Z,173415377724600
"""Cal @ -MB8uhJ5iL"" calls 9.00",2024-12-14T05:22:56.422Z,173415377642200
"""Alex Savo @ 2vIoBF2FSE"" raises to 9.00",2024-12-14T05:22:39.749Z,173415375974900
"""timh @ IDAaB_gryp"" folds",2024-12-14T05:22:35.063Z,173415375506300
"""Cal @ -MB8uhJ5iL"" bets 2.00",2024-12-14T05:22:27.087Z,173415374708700
"Turn: 5♦, 7♦, K♠ [K♣]",2024-12-14T05:22:21.470Z,173415374147000
"""Alex Savo @ 2vIoBF2FSE"" calls 1.00",2024-12-14T05:22:20.647Z,173415374064700
"""davis @ MxiH63B6Pl"" folds",2024-12-14T05:22:18.870Z,173415373887000
"""timh @ IDAaB_gryp"" calls 1.00",2024-12-14T05:22:17.883Z,173415373788300
"""Cal @ -MB8uhJ5iL"" bets 1.00",2024-12-14T05:22:16.906Z,173415373690600
"Flop:  [5♦, 7♦, K♠]",2024-12-14T05:22:04.823Z,173415372482300
"""Alex Savo @ 2vIoBF2FSE"" calls 1.00",2024-12-14T05:22:03.986Z,173415372398600
"""davis @ MxiH63B6Pl"" calls 1.00",2024-12-14T05:22:03.079Z,173415372307900
"""timh @ IDAaB_gryp"" calls 1.00",2024-12-14T05:22:01.713Z,173415372171300
"""Cal @ -MB8uhJ5iL"" raises to 1.00",2024-12-14T05:22:00.488Z,173415372048800
"""Alex Savo @ 2vIoBF2FSE"" calls 0.20",2024-12-14T05:21:57.650Z,173415371765000
"""Hanley @ vAjumxW6Uc"" folds",2024-12-14T05:21:56.762Z,173415371676200
"""davis @ MxiH63B6Pl"" calls 0.20",2024-12-14T05:21:55.413Z,173415371541300
"""timh @ IDAaB_gryp"" posts a big blind of 0.20",2024-12-14T05:21:52.138Z,173415371213808
"""Cal @ -MB8uhJ5iL"" posts a small blind of 0.10",2024-12-14T05:21:52.138Z,173415371213807
"Your hand is 7♥, 10♥",2024-12-14T05:21:52.138Z,173415371213803
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (43.27) | #2 ""Alex Savo @ 2vIoBF2FSE"" (34.20) | #6 ""Cal @ -MB8uhJ5iL"" (152.90) | #9 ""timh @ IDAaB_gryp"" (37.18) | #10 ""davis @ MxiH63B6Pl"" (47.45)",2024-12-14T05:21:52.138Z,173415371213801
"-- starting hand #173 (id: iun5tt8fbmm8)  (No Limit Texas Hold'em) (dealer: ""Alex Savo @ 2vIoBF2FSE"") --",2024-12-14T05:21:52.138Z,173415371213800
"""Cal @ -MB8uhJ5iL"" shows a 7♥, 10♣.",2024-12-14T05:21:50.365Z,173415371036500
"-- ending hand #172 --",2024-12-14T05:21:43.554Z,173415370355402
"""Alex Savo @ 2vIoBF2FSE"" collected 34.20 from pot with Flush, Ah High on the second run  (combination: A♥, J♥, 9♥, 8♥, 5♥)",2024-12-14T05:21:43.554Z,173415370355401
"""Hanley @ vAjumxW6Uc"" collected 34.20 from pot with Pair, K's (combination: K♥, K♠, A♦, J♥, 9♥)",2024-12-14T05:21:43.554Z,173415370355400
"River (second run): J♥, K♠, 2♦, 9♥ [8♥]",2024-12-14T05:21:39.521Z,173415369952100
"River: J♥, K♠, 2♦, 9♥ [7♠]",2024-12-14T05:21:35.496Z,173415369549600
"""Alex Savo @ 2vIoBF2FSE"" shows a 5♥, A♥.",2024-12-14T05:21:31.481Z,173415369148101
"""Hanley @ vAjumxW6Uc"" shows a A♦, K♥.",2024-12-14T05:21:31.481Z,173415369148100
"All players in hand choose to run it twice.",2024-12-14T05:21:30.616Z,173415369061601
"""Hanley @ vAjumxW6Uc"" chooses to  run it twice.",2024-12-14T05:21:30.616Z,173415369061600
"""Alex Savo @ 2vIoBF2FSE"" chooses to  run it twice.",2024-12-14T05:21:29.459Z,173415368945900
"Remaining players decide whether to run it twice.",2024-12-14T05:21:28.686Z,173415368868601
"""Hanley @ vAjumxW6Uc"" calls 22.70",2024-12-14T05:21:28.686Z,173415368868600
"""Alex Savo @ 2vIoBF2FSE"" bets 22.70 and go all in",2024-12-14T05:21:06.653Z,173415366665300
"Turn: J♥, K♠, 2♦ [9♥]",2024-12-14T05:21:01.389Z,173415366138900
"""Alex Savo @ 2vIoBF2FSE"" calls 4.75",2024-12-14T05:21:00.544Z,173415366054400
"""Hanley @ vAjumxW6Uc"" bets 4.75",2024-12-14T05:20:56.532Z,173415365653200
"""Alex Savo @ 2vIoBF2FSE"" checks",2024-12-14T05:20:50.621Z,173415365062100
"Flop:  [J♥, K♠, 2♦]",2024-12-14T05:20:47.353Z,173415364735300
"""Alex Savo @ 2vIoBF2FSE"" calls 6.55",2024-12-14T05:20:46.489Z,173415364648900
"""Hanley @ vAjumxW6Uc"" raises to 6.55",2024-12-14T05:20:33.830Z,173415363383000
"""timh @ IDAaB_gryp"" folds",2024-12-14T05:20:30.504Z,173415363050400
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:20:29.483Z,173415362948300
"""Alex Savo @ 2vIoBF2FSE"" raises to 2.50",2024-12-14T05:20:23.803Z,173415362380300
"""Hanley @ vAjumxW6Uc"" raises to 1.10",2024-12-14T05:20:19.250Z,173415361925000
"""davis @ MxiH63B6Pl"" folds",2024-12-14T05:20:16.075Z,173415361607500
"""timh @ IDAaB_gryp"" calls 0.20",2024-12-14T05:20:15.076Z,173415361507600
"""Cal @ -MB8uhJ5iL"" posts a big blind of 0.20",2024-12-14T05:20:13.542Z,173415361354208
"""Alex Savo @ 2vIoBF2FSE"" posts a small blind of 0.10",2024-12-14T05:20:13.542Z,173415361354207
"Your hand is 5♥, A♥",2024-12-14T05:20:13.542Z,173415361354203
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (43.07) | #2 ""Alex Savo @ 2vIoBF2FSE"" (34.00) | #6 ""Cal @ -MB8uhJ5iL"" (153.10) | #9 ""timh @ IDAaB_gryp"" (37.38) | #10 ""davis @ MxiH63B6Pl"" (47.45)",2024-12-14T05:20:13.542Z,173415361354201
"-- starting hand #172 (id: ehbfukygrekx)  (No Limit Texas Hold'em) (dealer: ""Hanley @ vAjumxW6Uc"") --",2024-12-14T05:20:13.542Z,173415361354200
"-- ending hand #171 --",2024-12-14T05:20:07.470Z,173415360747003
"""Hanley @ vAjumxW6Uc"" shows a 8♥, 8♠.",2024-12-14T05:20:07.470Z,173415360747002
"""Alex Savo @ 2vIoBF2FSE"" collected 9.60 from pot with Two Pair, K's & 10's (combination: K♥, K♣, 10♥, 10♣, Q♠)",2024-12-14T05:20:07.470Z,173415360747001
"""Alex Savo @ 2vIoBF2FSE"" shows a Q♠, 10♥.",2024-12-14T05:20:07.470Z,173415360747000
"""Alex Savo @ 2vIoBF2FSE"" checks",2024-12-14T05:20:06.641Z,173415360664100
"""Hanley @ vAjumxW6Uc"" checks",2024-12-14T05:20:05.589Z,173415360558900
"River: 10♣, K♥, K♣, 6♠ [J♥]",2024-12-14T05:20:03.066Z,173415360306600
"""Alex Savo @ 2vIoBF2FSE"" calls 2.40",2024-12-14T05:20:02.253Z,173415360225300
"""Hanley @ vAjumxW6Uc"" bets 2.40",2024-12-14T05:20:01.316Z,173415360131600
"Turn: 10♣, K♥, K♣ [6♠]",2024-12-14T05:19:54.329Z,173415359432900
"""Alex Savo @ 2vIoBF2FSE"" calls 1.20",2024-12-14T05:19:53.496Z,173415359349600
"""Hanley @ vAjumxW6Uc"" bets 1.20",2024-12-14T05:19:47.614Z,173415358761400
"Flop:  [10♣, K♥, K♣]",2024-12-14T05:19:42.995Z,173415358299500
"""timh @ IDAaB_gryp"" folds",2024-12-14T05:19:42.174Z,173415358217400
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:19:41.248Z,173415358124800
"""Alex Savo @ 2vIoBF2FSE"" calls 1.00",2024-12-14T05:19:40.368Z,173415358036800
"""Hanley @ vAjumxW6Uc"" raises to 1.00",2024-12-14T05:19:37.785Z,173415357778500
"""davis @ MxiH63B6Pl"" folds",2024-12-14T05:19:35.320Z,173415357532000
"""timh @ IDAaB_gryp"" calls 0.20",2024-12-14T05:19:34.384Z,173415357438400
"""Cal @ -MB8uhJ5iL"" calls 0.20",2024-12-14T05:19:33.451Z,173415357345100
"""Alex Savo @ 2vIoBF2FSE"" posts a big blind of 0.20",2024-12-14T05:19:29.985Z,173415356998508
"""Hanley @ vAjumxW6Uc"" posts a small blind of 0.10",2024-12-14T05:19:29.985Z,173415356998507
"Your hand is Q♠, 10♥",2024-12-14T05:19:29.985Z,173415356998503
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (47.67) | #2 ""Alex Savo @ 2vIoBF2FSE"" (29.00) | #6 ""Cal @ -MB8uhJ5iL"" (153.30) | #9 ""timh @ IDAaB_gryp"" (37.58) | #10 ""davis @ MxiH63B6Pl"" (47.45)",2024-12-14T05:19:29.985Z,173415356998501
"-- starting hand #171 (id: k19mrdwdwrdt)  (No Limit Texas Hold'em) (dealer: ""davis @ MxiH63B6Pl"") --",2024-12-14T05:19:29.985Z,173415356998500
"-- ending hand #170 --",2024-12-14T05:19:23.973Z,173415356397302
"""davis @ MxiH63B6Pl"" collected 8.20 from pot with Two Pair, Q's & 9's (combination: Q♦, Q♠, 9♦, 9♥, 10♦)",2024-12-14T05:19:23.973Z,173415356397301
"""davis @ MxiH63B6Pl"" shows a 9♦, 10♦.",2024-12-14T05:19:23.973Z,173415356397300
"""timh @ IDAaB_gryp"" checks",2024-12-14T05:19:23.122Z,173415356312200
"""davis @ MxiH63B6Pl"" checks",2024-12-14T05:19:22.154Z,173415356215400
"River: Q♦, 4♦, 8♣, 9♥ [Q♠]",2024-12-14T05:19:16.193Z,173415355619300
"""timh @ IDAaB_gryp"" calls 2.00",2024-12-14T05:19:15.364Z,173415355536400
"""davis @ MxiH63B6Pl"" bets 2.00",2024-12-14T05:19:14.344Z,173415355434400
"Turn: Q♦, 4♦, 8♣ [9♥]",2024-12-14T05:19:10.248Z,173415355024800
"""timh @ IDAaB_gryp"" calls 1.00",2024-12-14T05:19:09.401Z,173415354940100
"""davis @ MxiH63B6Pl"" bets 1.00",2024-12-14T05:19:08.473Z,173415354847300
"Flop:  [Q♦, 4♦, 8♣]",2024-12-14T05:19:03.452Z,173415354345200
"""timh @ IDAaB_gryp"" calls 1.00",2024-12-14T05:19:02.647Z,173415354264700
"""Hanley @ vAjumxW6Uc"" folds",2024-12-14T05:19:01.662Z,173415354166200
"""davis @ MxiH63B6Pl"" raises to 1.00",2024-12-14T05:18:59.886Z,173415353988600
"""timh @ IDAaB_gryp"" calls 0.20",2024-12-14T05:18:56.400Z,173415353640000
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:18:55.443Z,173415353544300
"""Alex Savo @ 2vIoBF2FSE"" folds",2024-12-14T05:18:54.592Z,173415353459200
"""Hanley @ vAjumxW6Uc"" posts a big blind of 0.20",2024-12-14T05:18:53.599Z,173415353359908
"""davis @ MxiH63B6Pl"" posts a small blind of 0.10",2024-12-14T05:18:53.599Z,173415353359907
"Your hand is 2♥, 7♣",2024-12-14T05:18:53.599Z,173415353359903
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (47.87) | #2 ""Alex Savo @ 2vIoBF2FSE"" (29.00) | #6 ""Cal @ -MB8uhJ5iL"" (153.30) | #9 ""timh @ IDAaB_gryp"" (41.58) | #10 ""davis @ MxiH63B6Pl"" (43.25)",2024-12-14T05:18:53.599Z,173415353359901
"-- starting hand #170 (id: tzfpnwnscyle)  (No Limit Texas Hold'em) (dealer: ""timh @ IDAaB_gryp"") --",2024-12-14T05:18:53.599Z,173415353359900
"""Cal @ -MB8uhJ5iL"" shows a K♦, 6♣.",2024-12-14T05:18:50.257Z,173415353025700
"Undealt cards: 6♦, Q♣, 8♦ [K♣, 7♠]",2024-12-14T05:18:48.001Z,173415352800100
"-- ending hand #169 --",2024-12-14T05:18:46.967Z,173415352696702
"""Hanley @ vAjumxW6Uc"" collected 1.20 from pot",2024-12-14T05:18:46.967Z,173415352696701
"Uncalled bet of 1.20 returned to ""Hanley @ vAjumxW6Uc""",2024-12-14T05:18:46.967Z,173415352696700
"""davis @ MxiH63B6Pl"" folds",2024-12-14T05:18:46.163Z,173415352616300
"""timh @ IDAaB_gryp"" folds",2024-12-14T05:18:45.109Z,173415352510900
"""Hanley @ vAjumxW6Uc"" bets 1.20",2024-12-14T05:18:43.776Z,173415352377600
"""davis @ MxiH63B6Pl"" checks",2024-12-14T05:18:40.709Z,173415352070900
"""timh @ IDAaB_gryp"" checks",2024-12-14T05:18:39.116Z,173415351911600
"Flop:  [6♦, Q♣, 8♦]",2024-12-14T05:18:37.561Z,173415351756100
"""davis @ MxiH63B6Pl"" calls 0.40",2024-12-14T05:18:36.746Z,173415351674600
"""timh @ IDAaB_gryp"" calls 0.40",2024-12-14T05:18:35.815Z,173415351581500
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:18:34.903Z,173415351490300
"""Alex Savo @ 2vIoBF2FSE"" folds",2024-12-14T05:18:32.474Z,173415351247400
"""Hanley @ vAjumxW6Uc"" raises to 0.40",2024-12-14T05:18:31.543Z,173415351154300
"""davis @ MxiH63B6Pl"" posts a big blind of 0.20",2024-12-14T05:18:29.144Z,173415350914408
"""timh @ IDAaB_gryp"" posts a small blind of 0.10",2024-12-14T05:18:29.144Z,173415350914407
"Your hand is 3♦, 10♠",2024-12-14T05:18:29.144Z,173415350914403
"Player stacks: #1 ""Hanley @ vAjumxW6Uc"" (47.07) | #2 ""Alex Savo @ 2vIoBF2FSE"" (29.00) | #6 ""Cal @ -MB8uhJ5iL"" (153.30) | #9 ""timh @ IDAaB_gryp"" (41.98) | #10 ""davis @ MxiH63B6Pl"" (43.65)",2024-12-14T05:18:29.144Z,173415350914401
"-- starting hand #169 (id: eeigsr7cc723)  (No Limit Texas Hold'em) (dealer: ""Cal @ -MB8uhJ5iL"") --",2024-12-14T05:18:29.144Z,173415350914400
"Undealt cards: Q♠, 10♠, K♥ [A♥, A♣]",2024-12-14T05:18:23.405Z,173415350340500
"-- ending hand #168 --",2024-12-14T05:18:23.180Z,173415350318002
"""Alex Savo @ 2vIoBF2FSE"" collected 1.80 from pot",2024-12-14T05:18:23.180Z,173415350318001
"Uncalled bet of 0.55 returned to ""Alex Savo @ 2vIoBF2FSE""",2024-12-14T05:18:23.180Z,173415350318000
"""timh @ IDAaB_gryp"" folds",2024-12-14T05:18:22.371Z,173415350237100
"""Alex Savo @ 2vIoBF2FSE"" bets 0.55",2024-12-14T05:18:21.354Z,173415350135400
"""timh @ IDAaB_gryp"" checks",2024-12-14T05:18:19.057Z,173415349905700
"Flop:  [Q♠, 10♠, K♥]",2024-12-14T05:18:16.667Z,173415349666700
"""Hanley @ vAjumxW6Uc"" folds",2024-12-14T05:18:15.853Z,173415349585300
"""timh @ IDAaB_gryp"" calls 0.75",2024-12-14T05:18:11.197Z,173415349119700
"""Cal @ -MB8uhJ5iL"" folds",2024-12-14T05:18:10.254Z,173415349025400
"""Alex Savo @ 2vIoBF2FSE"" raises to 0.75",2024-12-14T05:18:03.468Z,173415348346800
