entry,at,order
"Uncalled bet of 0.25 returned to ""eike @ codPT618if""",2024-12-16T21:03:15.492Z,173438299549200
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:03:14.626Z,173438299462600
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:03:13.571Z,173438299357105
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:03:13.571Z,173438299357104
"Player stacks: #1 ""eike @ codPT618if"" (111.10) | #10 ""gtodev @ sVfd-WUsjU"" (108.90)",2024-12-16T21:03:13.571Z,173438299357101
"-- starting hand #136 (id: hj6qw3sjrim3)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:03:13.571Z,173438299357100
"""eike @ codPT618if"" shows a 7♠, 2♦.",2024-12-16T21:03:07.050Z,173438298705000
"-- ending hand #135 --",2024-12-16T21:03:06.945Z,173438298694502
"""eike @ codPT618if"" collected 1.00 from pot",2024-12-16T21:03:06.945Z,173438298694501
"Uncalled bet of 1.00 returned to ""eike @ codPT618if""",2024-12-16T21:03:06.945Z,173438298694500
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:03:06.122Z,173438298612200
"""eike @ codPT618if"" bets 1.00",2024-12-16T21:03:05.225Z,173438298522500
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:03:03.680Z,173438298368000
"Flop:  [5♠, 2♠, 8♦]",2024-12-16T21:03:02.738Z,173438298273800
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:03:01.919Z,173438298191900
"""eike @ codPT618if"" calls 0.50",2024-12-16T21:03:01.036Z,173438298103600
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T21:02:59.869Z,173438297986905
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T21:02:59.869Z,173438297986904
"Player stacks: #1 ""eike @ codPT618if"" (110.60) | #10 ""gtodev @ sVfd-WUsjU"" (109.40)",2024-12-16T21:02:59.869Z,173438297986901
"-- starting hand #135 (id: vwznum9yxlrr)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T21:02:59.869Z,173438297986900
"Undealt cards:  [10♣, 8♣, J♣, J♥, 3♥]",2024-12-16T21:02:55.573Z,173438297557300
"-- ending hand #134 --",2024-12-16T21:02:53.867Z,173438297386702
"""eike @ codPT618if"" collected 0.50 from pot",2024-12-16T21:02:53.867Z,173438297386701
"Uncalled bet of 0.25 returned to ""eike @ codPT618if""",2024-12-16T21:02:53.867Z,173438297386700
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:02:53.019Z,173438297301900
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:02:51.644Z,173438297164405
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:02:51.644Z,173438297164404
"Player stacks: #1 ""eike @ codPT618if"" (110.35) | #10 ""gtodev @ sVfd-WUsjU"" (109.65)",2024-12-16T21:02:51.644Z,173438297164401
"-- starting hand #134 (id: yawotlzqq9xo)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:02:51.644Z,173438297164400
"-- ending hand #133 --",2024-12-16T21:02:45.644Z,173438296564402
"""gtodev @ sVfd-WUsjU"" collected 0.50 from pot",2024-12-16T21:02:45.644Z,173438296564401
"Uncalled bet of 0.25 returned to ""gtodev @ sVfd-WUsjU""",2024-12-16T21:02:45.644Z,173438296564400
"""eike @ codPT618if"" folds",2024-12-16T21:02:44.823Z,173438296482300
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T21:02:43.440Z,173438296344005
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T21:02:43.440Z,173438296344004
"Player stacks: #1 ""eike @ codPT618if"" (110.60) | #10 ""gtodev @ sVfd-WUsjU"" (109.40)",2024-12-16T21:02:43.440Z,173438296344001
"-- starting hand #133 (id: baufxcw2kkcb)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T21:02:43.440Z,173438296344000
"""gtodev @ sVfd-WUsjU"" shows a 5♣, J♣.",2024-12-16T21:02:36.959Z,173438295695900
"""eike @ codPT618if"" shows a 7♥, 2♦.",2024-12-16T21:02:36.704Z,173438295670400
"Undealt cards:  [K♥, Q♠, 6♦, 6♥, A♣]",2024-12-16T21:02:36.673Z,173438295667300
"-- ending hand #132 --",2024-12-16T21:02:36.094Z,173438295609402
"""gtodev @ sVfd-WUsjU"" collected 3.00 from pot",2024-12-16T21:02:36.094Z,173438295609401
"Uncalled bet of 3.00 returned to ""gtodev @ sVfd-WUsjU""",2024-12-16T21:02:36.094Z,173438295609400
"""eike @ codPT618if"" folds",2024-12-16T21:02:35.266Z,173438295526600
"""gtodev @ sVfd-WUsjU"" raises to 4.50",2024-12-16T21:02:34.370Z,173438295437000
"""eike @ codPT618if"" raises to 1.50",2024-12-16T21:02:30.455Z,173438295045500
"""gtodev @ sVfd-WUsjU"" calls 0.50",2024-12-16T21:02:27.650Z,173438294765000
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:02:26.482Z,173438294648205
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:02:26.482Z,173438294648204
"Player stacks: #1 ""eike @ codPT618if"" (112.10) | #10 ""gtodev @ sVfd-WUsjU"" (107.90)",2024-12-16T21:02:26.482Z,173438294648201
"-- starting hand #132 (id: u8bdmivo9uwi)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:02:26.482Z,173438294648200
"-- ending hand #131 --",2024-12-16T21:02:20.558Z,173438294055802
"""gtodev @ sVfd-WUsjU"" collected 0.50 from pot",2024-12-16T21:02:20.558Z,173438294055801
"Uncalled bet of 0.25 returned to ""gtodev @ sVfd-WUsjU""",2024-12-16T21:02:20.558Z,173438294055800
"""eike @ codPT618if"" folds",2024-12-16T21:02:19.674Z,173438293967400
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T21:02:18.354Z,173438293835405
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T21:02:18.354Z,173438293835404
"Player stacks: #1 ""eike @ codPT618if"" (112.35) | #10 ""gtodev @ sVfd-WUsjU"" (107.65)",2024-12-16T21:02:18.354Z,173438293835401
"-- starting hand #131 (id: ovjgk7uxfl6i)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T21:02:18.354Z,173438293835400
"""eike @ codPT618if"" shows a 10♦.",2024-12-16T21:02:12.482Z,173438293248200
"Undealt cards:  [10♣, 7♦, 8♥, 4♥, 3♦]",2024-12-16T21:02:12.226Z,173438293222600
"-- ending hand #130 --",2024-12-16T21:02:11.667Z,173438293166702
"""eike @ codPT618if"" collected 0.50 from pot",2024-12-16T21:02:11.667Z,173438293166701
"Uncalled bet of 0.25 returned to ""eike @ codPT618if""",2024-12-16T21:02:11.667Z,173438293166700
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:02:10.859Z,173438293085900
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:02:09.132Z,173438292913205
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:02:09.132Z,173438292913204
"Player stacks: #1 ""eike @ codPT618if"" (112.10) | #10 ""gtodev @ sVfd-WUsjU"" (107.90)",2024-12-16T21:02:09.132Z,173438292913201
"-- starting hand #130 (id: nk7irmj3xf7j)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:02:09.132Z,173438292913200
"Undealt cards:  [Q♠, K♥, 7♥, A♣, 2♣]",2024-12-16T21:02:05.880Z,173438292588000
"""eike @ codPT618if"" shows a 7♣, K♦.",2024-12-16T21:02:04.599Z,173438292459900
"-- ending hand #129 --",2024-12-16T21:02:02.460Z,173438292246002
"""gtodev @ sVfd-WUsjU"" collected 1.00 from pot",2024-12-16T21:02:02.460Z,173438292246001
"Uncalled bet of 1.00 returned to ""gtodev @ sVfd-WUsjU""",2024-12-16T21:02:02.460Z,173438292246000
"""eike @ codPT618if"" folds",2024-12-16T21:02:01.631Z,173438292163100
"""gtodev @ sVfd-WUsjU"" raises to 1.50",2024-12-16T21:02:00.766Z,173438292076600
"""eike @ codPT618if"" calls 0.50",2024-12-16T21:01:57.853Z,173438291785300
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T21:01:56.653Z,173438291665305
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T21:01:56.653Z,173438291665304
"Player stacks: #1 ""eike @ codPT618if"" (112.60) | #10 ""gtodev @ sVfd-WUsjU"" (107.40)",2024-12-16T21:01:56.653Z,173438291665301
"-- starting hand #129 (id: bvzgkdfbjxmq)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T21:01:56.653Z,173438291665300
"Undealt cards:  [4♠, K♣, 2♠, K♦, A♣]",2024-12-16T21:01:55.712Z,173438291571200
"""gtodev @ sVfd-WUsjU"" shows a 8♣, 10♥.",2024-12-16T21:01:52.952Z,173438291295200
"""eike @ codPT618if"" shows a 6♣, 5♥.",2024-12-16T21:01:51.728Z,173438291172800
"-- ending hand #128 --",2024-12-16T21:01:49.281Z,173438290928102
"""eike @ codPT618if"" collected 0.50 from pot",2024-12-16T21:01:49.281Z,173438290928101
"Uncalled bet of 0.25 returned to ""eike @ codPT618if""",2024-12-16T21:01:49.281Z,173438290928100
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:01:48.406Z,173438290840600
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:01:47.082Z,173438290708205
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:01:47.082Z,173438290708204
"Player stacks: #1 ""eike @ codPT618if"" (112.35) | #10 ""gtodev @ sVfd-WUsjU"" (107.65)",2024-12-16T21:01:47.082Z,173438290708201
"-- starting hand #128 (id: 1g5twvty2cbn)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:01:47.082Z,173438290708200
"""gtodev @ sVfd-WUsjU"" shows a K♠.",2024-12-16T21:01:44.990Z,173438290499000
"-- ending hand #127 --",2024-12-16T21:01:43.395Z,173438290339502
"""gtodev @ sVfd-WUsjU"" collected 2.00 from pot",2024-12-16T21:01:43.395Z,173438290339501
"Uncalled bet of 2.00 returned to ""gtodev @ sVfd-WUsjU""",2024-12-16T21:01:43.395Z,173438290339500
"""eike @ codPT618if"" folds",2024-12-16T21:01:42.567Z,173438290256700
"""gtodev @ sVfd-WUsjU"" bets 2.00",2024-12-16T21:01:41.691Z,173438290169100
"River: 2♦, 3♥, 5♥, 9♣ [5♣]",2024-12-16T21:01:36.832Z,173438289683200
"""eike @ codPT618if"" calls 0.50",2024-12-16T21:01:36.021Z,173438289602100
"""gtodev @ sVfd-WUsjU"" bets 0.50",2024-12-16T21:01:34.775Z,173438289477500
"Turn: 2♦, 3♥, 5♥ [9♣]",2024-12-16T21:01:34.161Z,173438289416100
"""eike @ codPT618if"" checks",2024-12-16T21:01:33.267Z,173438289326700
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:01:32.148Z,173438289214800
"Flop:  [2♦, 3♥, 5♥]",2024-12-16T21:01:31.220Z,173438289122000
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:01:30.406Z,173438289040600
"""eike @ codPT618if"" calls 0.50",2024-12-16T21:01:29.472Z,173438288947200
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T21:01:28.417Z,173438288841705
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T21:01:28.417Z,173438288841704
"Player stacks: #1 ""eike @ codPT618if"" (113.35) | #10 ""gtodev @ sVfd-WUsjU"" (106.65)",2024-12-16T21:01:28.417Z,173438288841701
"-- starting hand #127 (id: urftrabje6ip)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T21:01:28.417Z,173438288841700
"""eike @ codPT618if"" shows a 8♣.",2024-12-16T21:01:23.565Z,173438288356500
"-- ending hand #126 --",2024-12-16T21:01:21.808Z,173438288180802
"""eike @ codPT618if"" collected 0.50 from pot",2024-12-16T21:01:21.808Z,173438288180801
"Uncalled bet of 0.25 returned to ""eike @ codPT618if""",2024-12-16T21:01:21.808Z,173438288180800
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:01:20.985Z,173438288098500
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:01:19.546Z,173438287954605
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:01:19.546Z,173438287954604
"Player stacks: #1 ""eike @ codPT618if"" (113.10) | #10 ""gtodev @ sVfd-WUsjU"" (106.90)",2024-12-16T21:01:19.546Z,173438287954601
"-- starting hand #126 (id: zrqqvhwmcxyc)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:01:19.546Z,173438287954600
"""eike @ codPT618if"" shows a 8♠.",2024-12-16T21:01:13.903Z,173438287390300
"-- ending hand #125 --",2024-12-16T21:01:12.938Z,173438287293802
"""gtodev @ sVfd-WUsjU"" collected 0.50 from pot",2024-12-16T21:01:12.938Z,173438287293801
"Uncalled bet of 0.25 returned to ""gtodev @ sVfd-WUsjU""",2024-12-16T21:01:12.938Z,173438287293800
"""eike @ codPT618if"" folds",2024-12-16T21:01:12.032Z,173438287203200
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T21:01:11.336Z,173438287133605
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T21:01:11.336Z,173438287133604
"Player stacks: #1 ""eike @ codPT618if"" (113.35) | #10 ""gtodev @ sVfd-WUsjU"" (106.65)",2024-12-16T21:01:11.336Z,173438287133601
"-- starting hand #125 (id: cqwq4jcqpokx)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T21:01:11.336Z,173438287133600
"-- ending hand #124 --",2024-12-16T21:01:05.331Z,173438286533102
"""eike @ codPT618if"" collected 0.50 from pot",2024-12-16T21:01:05.331Z,173438286533101
"Uncalled bet of 0.25 returned to ""eike @ codPT618if""",2024-12-16T21:01:05.331Z,173438286533100
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:01:04.528Z,173438286452800
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:01:03.332Z,173438286333205
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:01:03.332Z,173438286333204
"Player stacks: #1 ""eike @ codPT618if"" (113.10) | #10 ""gtodev @ sVfd-WUsjU"" (106.90)",2024-12-16T21:01:03.332Z,173438286333201
"-- starting hand #124 (id: 19z6tftbbuxf)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:01:03.332Z,173438286333200
"""eike @ codPT618if"" shows a A♥.",2024-12-16T21:00:58.057Z,173438285805700
"-- ending hand #123 --",2024-12-16T21:00:56.718Z,173438285671802
"""gtodev @ sVfd-WUsjU"" collected 3.00 from pot",2024-12-16T21:00:56.718Z,173438285671801
"Uncalled bet of 1.25 returned to ""gtodev @ sVfd-WUsjU""",2024-12-16T21:00:56.718Z,173438285671800
"""eike @ codPT618if"" folds",2024-12-16T21:00:55.871Z,173438285587100
"""gtodev @ sVfd-WUsjU"" bets 1.25",2024-12-16T21:00:54.276Z,173438285427600
"Flop:  [5♣, 9♣, 3♠]",2024-12-16T21:00:51.390Z,173438285139000
"""eike @ codPT618if"" calls 1.50",2024-12-16T21:00:50.547Z,173438285054700
"""gtodev @ sVfd-WUsjU"" raises to 1.50",2024-12-16T21:00:49.638Z,173438284963800
"""eike @ codPT618if"" calls 0.50",2024-12-16T21:00:47.115Z,173438284711500
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T21:00:46.020Z,173438284602005
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T21:00:46.020Z,173438284602004
"Player stacks: #1 ""eike @ codPT618if"" (114.60) | #10 ""gtodev @ sVfd-WUsjU"" (105.40)",2024-12-16T21:00:46.020Z,173438284602001
"-- starting hand #123 (id: mvvmnoacc7l6)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T21:00:46.020Z,173438284602000
"-- ending hand #122 --",2024-12-16T21:00:40.095Z,173438284009502
"""eike @ codPT618if"" collected 0.50 from pot",2024-12-16T21:00:40.095Z,173438284009501
"Uncalled bet of 0.25 returned to ""eike @ codPT618if""",2024-12-16T21:00:40.095Z,173438284009500
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:00:39.280Z,173438283928000
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:00:38.245Z,173438283824505
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:00:38.245Z,173438283824504
"Player stacks: #1 ""eike @ codPT618if"" (114.35) | #10 ""gtodev @ sVfd-WUsjU"" (105.65)",2024-12-16T21:00:38.245Z,173438283824501
"-- starting hand #122 (id: vvk0zjnta19z)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:00:38.245Z,173438283824500
"""eike @ codPT618if"" shows a 5♥.",2024-12-16T21:00:32.475Z,173438283247500
"-- ending hand #121 --",2024-12-16T21:00:31.617Z,173438283161702
"""eike @ codPT618if"" collected 1.00 from pot",2024-12-16T21:00:31.617Z,173438283161701
"Uncalled bet of 0.50 returned to ""eike @ codPT618if""",2024-12-16T21:00:31.617Z,173438283161700
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T21:00:30.785Z,173438283078500
"""eike @ codPT618if"" bets 0.50",2024-12-16T21:00:29.870Z,173438282987000
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:00:28.911Z,173438282891100
"Flop:  [J♠, 5♦, 8♠]",2024-12-16T21:00:28.136Z,173438282813600
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:00:27.311Z,173438282731100
"""eike @ codPT618if"" calls 0.50",2024-12-16T21:00:26.284Z,173438282628400
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T21:00:25.422Z,173438282542205
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T21:00:25.422Z,173438282542204
"Player stacks: #1 ""eike @ codPT618if"" (113.85) | #10 ""gtodev @ sVfd-WUsjU"" (106.15)",2024-12-16T21:00:25.422Z,173438282542201
"-- starting hand #121 (id: zjidxuos2und)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T21:00:25.422Z,173438282542200
"-- ending hand #120 --",2024-12-16T21:00:22.387Z,173438282238703
"""eike @ codPT618if"" shows a 5♦, K♣.",2024-12-16T21:00:22.387Z,173438282238702
"""gtodev @ sVfd-WUsjU"" collected 2.00 from pot with Pair, 4's (combination: 4♣, 4♦, A♦, Q♦, 6♣)",2024-12-16T21:00:22.387Z,173438282238701
"""gtodev @ sVfd-WUsjU"" shows a A♦, 6♣.",2024-12-16T21:00:22.387Z,173438282238700
"""gtodev @ sVfd-WUsjU"" calls 0.50",2024-12-16T21:00:21.564Z,173438282156400
"""eike @ codPT618if"" bets 0.50",2024-12-16T21:00:20.668Z,173438282066800
"River: 4♣, 2♠, Q♦, 3♠ [4♦]",2024-12-16T21:00:20.058Z,173438282005800
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:00:19.236Z,173438281923600
"""eike @ codPT618if"" checks",2024-12-16T21:00:18.354Z,173438281835400
"Turn: 4♣, 2♠, Q♦ [3♠]",2024-12-16T21:00:18.104Z,173438281810400
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:00:17.252Z,173438281725200
"""eike @ codPT618if"" checks",2024-12-16T21:00:16.265Z,173438281626500
"Flop:  [4♣, 2♠, Q♦]",2024-12-16T21:00:15.648Z,173438281564800
"""eike @ codPT618if"" checks",2024-12-16T21:00:14.816Z,173438281481600
"""gtodev @ sVfd-WUsjU"" calls 0.50",2024-12-16T21:00:13.906Z,173438281390600
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T21:00:12.760Z,173438281276005
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T21:00:12.760Z,173438281276004
"Player stacks: #1 ""eike @ codPT618if"" (114.85) | #10 ""gtodev @ sVfd-WUsjU"" (105.15)",2024-12-16T21:00:12.760Z,173438281276001
"-- starting hand #120 (id: cwuq8lc7dfxt)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T21:00:12.760Z,173438281276000
"-- ending hand #119 --",2024-12-16T21:00:09.755Z,173438280975504
"""gtodev @ sVfd-WUsjU"" collected 5.25 from pot with Two Pair, A's & 8's (combination: A♦, A♣, 8♥, 8♣, 7♦)",2024-12-16T21:00:09.755Z,173438280975503
"""gtodev @ sVfd-WUsjU"" shows a A♦, 5♥.",2024-12-16T21:00:09.755Z,173438280975502
"""eike @ codPT618if"" collected 5.25 from pot with Two Pair, A's & 8's (combination: A♠, A♣, 8♥, 8♣, 7♣)",2024-12-16T21:00:09.755Z,173438280975501
"""eike @ codPT618if"" shows a 7♣, A♠.",2024-12-16T21:00:09.755Z,173438280975500
"""gtodev @ sVfd-WUsjU"" calls 2.25",2024-12-16T21:00:08.914Z,173438280891400
"""eike @ codPT618if"" bets 2.25",2024-12-16T21:00:08.010Z,173438280801000
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T21:00:03.678Z,173438280367800
"River: 8♥, 6♠, A♣, 7♦ [8♣]",2024-12-16T21:00:02.088Z,173438280208800
"""gtodev @ sVfd-WUsjU"" calls 2.00",2024-12-16T21:00:01.261Z,173438280126100
"""eike @ codPT618if"" bets 2.00",2024-12-16T21:00:00.220Z,173438280022000
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T20:59:58.504Z,173438279850400
"Turn: 8♥, 6♠, A♣ [7♦]",2024-12-16T20:59:57.444Z,173438279744400
"""gtodev @ sVfd-WUsjU"" calls 0.50",2024-12-16T20:59:56.618Z,173438279661800
"""eike @ codPT618if"" bets 0.50",2024-12-16T20:59:55.652Z,173438279565200
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T20:59:54.635Z,173438279463500
"Flop:  [8♥, 6♠, A♣]",2024-12-16T20:59:53.060Z,173438279306000
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T20:59:52.227Z,173438279222700
"""eike @ codPT618if"" calls 0.50",2024-12-16T20:59:51.037Z,173438279103700
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T20:59:50.247Z,173438279024705
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T20:59:50.247Z,173438279024704
"Player stacks: #1 ""eike @ codPT618if"" (114.85) | #10 ""gtodev @ sVfd-WUsjU"" (105.15)",2024-12-16T20:59:50.247Z,173438279024701
"-- starting hand #119 (id: j0beo9hw5ebg)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T20:59:50.247Z,173438279024700
"-- ending hand #118 --",2024-12-16T20:59:44.336Z,173438278433602
"""gtodev @ sVfd-WUsjU"" collected 1.00 from pot",2024-12-16T20:59:44.336Z,173438278433601
"Uncalled bet of 1.00 returned to ""gtodev @ sVfd-WUsjU""",2024-12-16T20:59:44.336Z,173438278433600
"""eike @ codPT618if"" folds",2024-12-16T20:59:43.508Z,173438278350800
"""gtodev @ sVfd-WUsjU"" raises to 1.50",2024-12-16T20:59:42.354Z,173438278235400
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T20:59:38.394Z,173438277839405
"""gtodev @ sVfd-WUsjU"" posts a small blind of 0.25",2024-12-16T20:59:38.394Z,173438277839404
"Player stacks: #1 ""eike @ codPT618if"" (115.35) | #10 ""gtodev @ sVfd-WUsjU"" (104.65)",2024-12-16T20:59:38.394Z,173438277839401
"-- starting hand #118 (id: djnulve0bej6)  (No Limit Texas Hold'em) (dealer: ""gtodev @ sVfd-WUsjU"") --",2024-12-16T20:59:38.394Z,173438277839400
"""eike @ codPT618if"" shows a 9♣, 7♠.",2024-12-16T20:59:34.872Z,173438277487200
"-- ending hand #117 --",2024-12-16T20:59:34.773Z,173438277477302
"""eike @ codPT618if"" collected 1.00 from pot",2024-12-16T20:59:34.773Z,173438277477301
"Uncalled bet of 1.00 returned to ""eike @ codPT618if""",2024-12-16T20:59:34.773Z,173438277477300
"""gtodev @ sVfd-WUsjU"" folds",2024-12-16T20:59:33.922Z,173438277392200
"""eike @ codPT618if"" bets 1.00",2024-12-16T20:59:33.057Z,173438277305700
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T20:59:29.643Z,173438276964300
"River: 5♥, 2♥, A♥, A♦ [Q♠]",2024-12-16T20:59:29.075Z,173438276907500
"""eike @ codPT618if"" checks",2024-12-16T20:59:28.246Z,173438276824600
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T20:59:27.274Z,173438276727400
"Turn: 5♥, 2♥, A♥ [A♦]",2024-12-16T20:59:26.466Z,173438276646600
"""eike @ codPT618if"" checks",2024-12-16T20:59:25.619Z,173438276561900
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T20:59:24.675Z,173438276467500
"Flop:  [5♥, 2♥, A♥]",2024-12-16T20:59:23.345Z,173438276334500
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T20:59:22.518Z,173438276251800
"""eike @ codPT618if"" calls 0.50",2024-12-16T20:59:21.589Z,173438276158900
"""gtodev @ sVfd-WUsjU"" posts a big blind of 0.50",2024-12-16T20:59:20.649Z,173438276064905
"""eike @ codPT618if"" posts a small blind of 0.25",2024-12-16T20:59:20.649Z,173438276064904
"Player stacks: #1 ""eike @ codPT618if"" (114.85) | #10 ""gtodev @ sVfd-WUsjU"" (105.15)",2024-12-16T20:59:20.649Z,173438276064901
"-- starting hand #117 (id: idvmackjehwz)  (No Limit Texas Hold'em) (dealer: ""eike @ codPT618if"") --",2024-12-16T20:59:20.649Z,173438276064900
"""gtodev @ sVfd-WUsjU"" shows a K♦, K♣.",2024-12-16T20:59:18.065Z,173438275806500
"-- ending hand #116 --",2024-12-16T20:59:16.898Z,173438275689802
"""eike @ codPT618if"" collected 10.50 from pot with Two Pair, A's & 6's (combination: A♠, A♣, 6♠, 6♥, J♥)",2024-12-16T20:59:16.898Z,173438275689801
"""eike @ codPT618if"" shows a A♠, J♥.",2024-12-16T20:59:16.898Z,173438275689800
"""gtodev @ sVfd-WUsjU"" calls 2.50",2024-12-16T20:59:16.069Z,173438275606900
"""eike @ codPT618if"" bets 2.50",2024-12-16T20:59:14.723Z,173438275472300
"River: 6♠, A♣, 6♥, 8♥ [3♠]",2024-12-16T20:59:12.894Z,173438275289400
"""gtodev @ sVfd-WUsjU"" checks",2024-12-16T20:59:12.055Z,173438275205500
"""eike @ codPT618if"" checks",2024-12-16T20:59:11.062Z,173438275106200
"Turn: 6♠, A♣, 6♥ [8♥]",2024-12-16T20:59:10.493Z,173438275049300
"""eike @ codPT618if"" calls 1.25",2024-12-16T20:59:09.630Z,173438274963000
"""gtodev @ sVfd-WUsjU"" bets 1.25",2024-12-16T20:59:08.719Z,173438274871900
"""eike @ codPT618if"" checks",2024-12-16T20:59:05.429Z,173438274542900
"Flop:  [6♠, A♣, 6♥]",2024-12-16T20:59:04.013Z,173438274401300
"""eike @ codPT618if"" calls 1.50",2024-12-16T20:59:03.121Z,173438274312100
"""gtodev @ sVfd-WUsjU"" raises to 1.50",2024-12-16T20:59:02.228Z,173438274222800
"""eike @ codPT618if"" posts a big blind of 0.50",2024-12-16T20:58:58.961Z,173438273896105
